"_messagetimems","_messagetime","api","duration","ip","z","zz","zzz","zzzz","_raw","cluster","_collector","container","deployment","host","_view","log","namespace","node","pod","service","_size","_source","_sourcecategory","_sourcehost","_sourcename"
"1681211091592","11/04/2023 16:34:51.592 +0530","change-resolution","305","\""ip\"":\""10.130.162.234\""","{""log"":""[2023-04-11T11:04:51.592"," INFO index.js [line:486,test_id:TES1010430491681210624002542","{\""time\""","""}","{""log"":""[2023-04-11T11:04:51.592] INFO index.js [line:486,test_id:TES1010430491681210624002542] change-resolution response-time - {\""time\"":305,\""ip\"":\""10.130.162.234\""}""}","stage-falcon-eks-cluster-v1","stage-falcon-eks-cluster-v1","ltms","ltms","ip-10-104-16-96.ec2.internal","stage_falcon_eks_cluster","[2023-04-11T11:04:51.592] INFO index.js [line:486,test_id:TES1010430491681210624002542] change-resolution response-time - {""time"":305,""ip"":""10.130.162.234""}","default","ip-10-104-16-96.ec2.internal","ltms-87d889b8f-knkd4","ltms","172","logs","kubernetes/default/ltms","54.157.130.114","default.ltms-87d889b8f-knkd4.ltms"
"1681211041759","11/04/2023 16:34:01.759 +0530","update-display-scale","72","\""ip\"":\""10.130.162.234\""","{""log"":""[2023-04-11T11:04:01.759"," INFO index.js [line:1060,test_id:TES1010430491681210624002542","{\""time\""","""}","{""log"":""[2023-04-11T11:04:01.759] INFO index.js [line:1060,test_id:TES1010430491681210624002542] update-display-scale response-time - {\""time\"":72,\""ip\"":\""10.130.162.234\""}""}","stage-falcon-eks-cluster-v1","stage-falcon-eks-cluster-v1","ltms","ltms","ip-10-104-16-96.ec2.internal","stage_falcon_eks_cluster","[2023-04-11T11:04:01.759] INFO index.js [line:1060,test_id:TES1010430491681210624002542] update-display-scale response-time - {""time"":72,""ip"":""10.130.162.234""}","default","ip-10-104-16-96.ec2.internal","ltms-87d889b8f-knkd4","ltms","175","logs","kubernetes/default/ltms","54.157.130.114","default.ltms-87d889b8f-knkd4.ltms"
"1681210995000","11/04/2023 16:33:15.000 +0530","system-action","42","\""ip\"":\""10.130.162.234\""","{""log"":""[2023-04-11T11:03:15.441"," INFO index.js [line:1294,test_id:undefined","{\""time\""","""}","{""log"":""[2023-04-11T11:03:15.441] INFO index.js [line:1294,test_id:undefined] system-action response-time - {\""time\"":42,\""ip\"":\""10.130.162.234\""}""}","stage-falcon-eks-cluster-v1","stage-falcon-eks-cluster-v1","ltms","ltms","ip-10-104-16-96.ec2.internal","stage_falcon_eks_cluster","[2023-04-11T11:03:15.441] INFO index.js [line:1294,test_id:undefined] system-action response-time - {""time"":42,""ip"":""10.130.162.234""}","default","ip-10-104-16-96.ec2.internal","ltms-87d889b8f-knkd4","ltms","149","logs","kubernetes/default/ltms","54.157.130.114","default.ltms-87d889b8f-knkd4.ltms"
"1681210787000","11/04/2023 16:29:47.000 +0530","paste-data","1","\""ip\"":\""10.130.162.234\""","{""log"":""[2023-04-11T10:59:47.780"," INFO index.js [line:1591,test_id:TES1010430491681210624002542","{\""time\""","""}","{""log"":""[2023-04-11T10:59:47.780] INFO index.js [line:1591,test_id:TES1010430491681210624002542] paste-data response-time - {\""time\"":1,\""ip\"":\""10.130.162.234\""}""}","stage-falcon-eks-cluster-v1","stage-falcon-eks-cluster-v1","ltms","ltms","ip-10-104-16-96.ec2.internal","stage_falcon_eks_cluster","[2023-04-11T10:59:47.780] INFO index.js [line:1591,test_id:TES1010430491681210624002542] paste-data response-time - {""time"":1,""ip"":""10.130.162.234""}","default","ip-10-104-16-96.ec2.internal","ltms-87d889b8f-knkd4","ltms","164","logs","kubernetes/default/ltms","54.157.130.114","default.ltms-87d889b8f-knkd4.ltms"
"1681210787000","11/04/2023 16:29:47.000 +0530","update-proxy","22","\""ip\"":\""10.130.162.234\""","{""log"":""[2023-04-11T10:59:47.779"," INFO index.js [line:1558,test_id:TES1010430491681210624002542","{\""time\""","""}","{""log"":""[2023-04-11T10:59:47.779] INFO index.js [line:1558,test_id:TES1010430491681210624002542] update-proxy response-time - {\""time\"":22,\""ip\"":\""10.130.162.234\""}""}","stage-falcon-eks-cluster-v1","stage-falcon-eks-cluster-v1","ltms","ltms","ip-10-104-16-96.ec2.internal","stage_falcon_eks_cluster","[2023-04-11T10:59:47.779] INFO index.js [line:1558,test_id:TES1010430491681210624002542] update-proxy response-time - {""time"":22,""ip"":""10.130.162.234""}","default","ip-10-104-16-96.ec2.internal","ltms-87d889b8f-knkd4","ltms","167","logs","kubernetes/default/ltms","54.157.130.114","default.ltms-87d889b8f-knkd4.ltms"
"1681210624898","11/04/2023 16:27:04.898 +0530","request-browser-launch","247","\""ip\"":\""10.130.162.234\""","{""log"":""[2023-04-11T10:57:04.898"," INFO test.js [line:4729,test_id:TES1010430491681210624002542,email:saraths@lambdatest.com","{\""time\""","""}","{""log"":""[2023-04-11T10:57:04.898] INFO test.js [line:4729,test_id:TES1010430491681210624002542,email:saraths@lambdatest.com] request-browser-launch response-time - {\""time\"":247,\""ip\"":\""10.130.162.234\""}""}","stage-falcon-eks-cluster-v1","stage-falcon-eks-cluster-v1","ltms","ltms","ip-10-104-16-96.ec2.internal","stage_falcon_eks_cluster","[2023-04-11T10:57:04.898] INFO test.js [line:4729,test_id:TES1010430491681210624002542,email:saraths@lambdatest.com] request-browser-launch response-time - {""time"":247,""ip"":""10.130.162.234""}","default","ip-10-104-16-96.ec2.internal","ltms-87d889b8f-knkd4","ltms","206","logs","kubernetes/default/ltms","54.157.130.114","default.ltms-87d889b8f-knkd4.ltms"
"1681210548379","11/04/2023 16:25:48.379 +0530","clean-browser","32","\""ip\"":\""10.130.162.234\""","{""log"":""[2023-04-11T10:55:48.379"," INFO index.js [line:124,test_id:TES1010430491681210507986549","{\""time\""","""}","{""log"":""[2023-04-11T10:55:48.379] INFO index.js [line:124,test_id:TES1010430491681210507986549] clean-browser response-time - {\""time\"":32,\""ip\"":\""10.130.162.234\""}""}","stage-falcon-eks-cluster-v1","stage-falcon-eks-cluster-v1","ltms","ltms","ip-10-104-16-96.ec2.internal","stage_falcon_eks_cluster","[2023-04-11T10:55:48.379] INFO index.js [line:124,test_id:TES1010430491681210507986549] clean-browser response-time - {""time"":32,""ip"":""10.130.162.234""}","default","ip-10-104-16-96.ec2.internal","ltms-87d889b8f-knkd4","ltms","167","logs","kubernetes/default/ltms","54.157.130.114","default.ltms-87d889b8f-knkd4.ltms"
"1681210508788","11/04/2023 16:25:08.788 +0530","request-browser-launch","119","\""ip\"":\""10.130.162.234\""","{""log"":""[2023-04-11T10:55:08.788"," INFO test.js [line:4729,test_id:TES1010430491681210507986549,email:shubhamsoni@lambdatest.com","{\""time\""","""}","{""log"":""[2023-04-11T10:55:08.788] INFO test.js [line:4729,test_id:TES1010430491681210507986549,email:shubhamsoni@lambdatest.com] request-browser-launch response-time - {\""time\"":119,\""ip\"":\""10.130.162.234\""}""}","stage-falcon-eks-cluster-v1","stage-falcon-eks-cluster-v1","ltms","ltms","ip-10-104-16-96.ec2.internal","stage_falcon_eks_cluster","[2023-04-11T10:55:08.788] INFO test.js [line:4729,test_id:TES1010430491681210507986549,email:shubhamsoni@lambdatest.com] request-browser-launch response-time - {""time"":119,""ip"":""10.130.162.234""}","default","ip-10-104-16-96.ec2.internal","ltms-87d889b8f-knkd4","ltms","210","logs","kubernetes/default/ltms","54.157.130.114","default.ltms-87d889b8f-knkd4.ltms"
"1681210463000","11/04/2023 16:24:23.000 +0530","clean-browser","23","\""ip\"":\""10.130.162.234\""","{""log"":""[2023-04-11T10:54:23.938"," INFO index.js [line:124,test_id:TES1010430491681209713724880","{\""time\""","""}","{""log"":""[2023-04-11T10:54:23.938] INFO index.js [line:124,test_id:TES1010430491681209713724880] clean-browser response-time - {\""time\"":23,\""ip\"":\""10.130.162.234\""}""}","stage-falcon-eks-cluster-v1","stage-falcon-eks-cluster-v1","ltms","ltms","ip-10-104-16-96.ec2.internal","stage_falcon_eks_cluster","[2023-04-11T10:54:23.938] INFO index.js [line:124,test_id:TES1010430491681209713724880] clean-browser response-time - {""time"":23,""ip"":""10.130.162.234""}","default","ip-10-104-16-96.ec2.internal","ltms-87d889b8f-knkd4","ltms","167","logs","kubernetes/default/ltms","54.157.130.114","default.ltms-87d889b8f-knkd4.ltms"
"1681210165366","11/04/2023 16:19:25.366 +0530","change-resolution","321","\""ip\"":\""10.130.162.234\""","{""log"":""[2023-04-11T10:49:25.366"," INFO index.js [line:486,test_id:TES1010430491681209713724880","{\""time\""","""}","{""log"":""[2023-04-11T10:49:25.366] INFO index.js [line:486,test_id:TES1010430491681209713724880] change-resolution response-time - {\""time\"":321,\""ip\"":\""10.130.162.234\""}""}","stage-falcon-eks-cluster-v1","stage-falcon-eks-cluster-v1","ltms","ltms","ip-10-104-16-96.ec2.internal","stage_falcon_eks_cluster","[2023-04-11T10:49:25.366] INFO index.js [line:486,test_id:TES1010430491681209713724880] change-resolution response-time - {""time"":321,""ip"":""10.130.162.234""}","default","ip-10-104-16-96.ec2.internal","ltms-87d889b8f-knkd4","ltms","172","logs","kubernetes/default/ltms","54.157.130.114","default.ltms-87d889b8f-knkd4.ltms"
"1681210112815","11/04/2023 16:18:32.815 +0530","update-display-scale","83","\""ip\"":\""10.130.162.234\""","{""log"":""[2023-04-11T10:48:32.815"," INFO index.js [line:1060,test_id:TES1010430491681209713724880","{\""time\""","""}","{""log"":""[2023-04-11T10:48:32.815] INFO index.js [line:1060,test_id:TES1010430491681209713724880] update-display-scale response-time - {\""time\"":83,\""ip\"":\""10.130.162.234\""}""}","stage-falcon-eks-cluster-v1","stage-falcon-eks-cluster-v1","ltms","ltms","ip-10-104-16-96.ec2.internal","stage_falcon_eks_cluster","[2023-04-11T10:48:32.815] INFO index.js [line:1060,test_id:TES1010430491681209713724880] update-display-scale response-time - {""time"":83,""ip"":""10.130.162.234""}","default","ip-10-104-16-96.ec2.internal","ltms-87d889b8f-knkd4","ltms","175","logs","kubernetes/default/ltms","54.157.130.114","default.ltms-87d889b8f-knkd4.ltms"
"1681210066814","11/04/2023 16:17:46.814 +0530","system-action","35","\""ip\"":\""10.130.162.234\""","{""log"":""[2023-04-11T10:47:46.814"," INFO index.js [line:1294,test_id:undefined","{\""time\""","""}","{""log"":""[2023-04-11T10:47:46.814] INFO index.js [line:1294,test_id:undefined] system-action response-time - {\""time\"":35,\""ip\"":\""10.130.162.234\""}""}","stage-falcon-eks-cluster-v1","stage-falcon-eks-cluster-v1","ltms","ltms","ip-10-104-16-96.ec2.internal","stage_falcon_eks_cluster","[2023-04-11T10:47:46.814] INFO index.js [line:1294,test_id:undefined] system-action response-time - {""time"":35,""ip"":""10.130.162.234""}","default","ip-10-104-16-96.ec2.internal","ltms-87d889b8f-knkd4","ltms","149","logs","kubernetes/default/ltms","54.157.130.114","default.ltms-87d889b8f-knkd4.ltms"
"1681209876000","11/04/2023 16:14:36.000 +0530","paste-data","1","\""ip\"":\""10.130.162.234\""","{""log"":""[2023-04-11T10:44:36.598"," INFO index.js [line:1591,test_id:TES1010430491681209713724880","{\""time\""","""}","{""log"":""[2023-04-11T10:44:36.598] INFO index.js [line:1591,test_id:TES1010430491681209713724880] paste-data response-time - {\""time\"":1,\""ip\"":\""10.130.162.234\""}""}","stage-falcon-eks-cluster-v1","stage-falcon-eks-cluster-v1","ltms","ltms","ip-10-104-16-96.ec2.internal","stage_falcon_eks_cluster","[2023-04-11T10:44:36.598] INFO index.js [line:1591,test_id:TES1010430491681209713724880] paste-data response-time - {""time"":1,""ip"":""10.130.162.234""}","default","ip-10-104-16-96.ec2.internal","ltms-87d889b8f-knkd4","ltms","164","logs","kubernetes/default/ltms","54.157.130.114","default.ltms-87d889b8f-knkd4.ltms"
"1681209876000","11/04/2023 16:14:36.000 +0530","update-proxy","25","\""ip\"":\""10.130.162.234\""","{""log"":""[2023-04-11T10:44:36.597"," INFO index.js [line:1558,test_id:TES1010430491681209713724880","{\""time\""","""}","{""log"":""[2023-04-11T10:44:36.597] INFO index.js [line:1558,test_id:TES1010430491681209713724880] update-proxy response-time - {\""time\"":25,\""ip\"":\""10.130.162.234\""}""}","stage-falcon-eks-cluster-v1","stage-falcon-eks-cluster-v1","ltms","ltms","ip-10-104-16-96.ec2.internal","stage_falcon_eks_cluster","[2023-04-11T10:44:36.597] INFO index.js [line:1558,test_id:TES1010430491681209713724880] update-proxy response-time - {""time"":25,""ip"":""10.130.162.234""}","default","ip-10-104-16-96.ec2.internal","ltms-87d889b8f-knkd4","ltms","167","logs","kubernetes/default/ltms","54.157.130.114","default.ltms-87d889b8f-knkd4.ltms"
"1681209714542","11/04/2023 16:11:54.542 +0530","request-browser-launch","174","\""ip\"":\""10.130.162.234\""","{""log"":""[2023-04-11T10:41:54.542"," INFO test.js [line:4729,test_id:TES1010430491681209713724880,email:saraths@lambdatest.com","{\""time\""","""}","{""log"":""[2023-04-11T10:41:54.542] INFO test.js [line:4729,test_id:TES1010430491681209713724880,email:saraths@lambdatest.com] request-browser-launch response-time - {\""time\"":174,\""ip\"":\""10.130.162.234\""}""}","stage-falcon-eks-cluster-v1","stage-falcon-eks-cluster-v1","ltms","ltms","ip-10-104-16-96.ec2.internal","stage_falcon_eks_cluster","[2023-04-11T10:41:54.542] INFO test.js [line:4729,test_id:TES1010430491681209713724880,email:saraths@lambdatest.com] request-browser-launch response-time - {""time"":174,""ip"":""10.130.162.234""}","default","ip-10-104-16-96.ec2.internal","ltms-87d889b8f-knkd4","ltms","206","logs","kubernetes/default/ltms","54.157.130.114","default.ltms-87d889b8f-knkd4.ltms"
"1681209617851","11/04/2023 16:10:17.851 +0530","clean-browser","29","\""ip\"":\""10.130.162.234\""","{""log"":""[2023-04-11T10:40:17.851"," INFO index.js [line:124,test_id:TES1010430491681208869292693","{\""time\""","""}","{""log"":""[2023-04-11T10:40:17.851] INFO index.js [line:124,test_id:TES1010430491681208869292693] clean-browser response-time - {\""time\"":29,\""ip\"":\""10.130.162.234\""}""}","stage-falcon-eks-cluster-v1","stage-falcon-eks-cluster-v1","ltms","ltms","ip-10-104-16-96.ec2.internal","stage_falcon_eks_cluster","[2023-04-11T10:40:17.851] INFO index.js [line:124,test_id:TES1010430491681208869292693] clean-browser response-time - {""time"":29,""ip"":""10.130.162.234""}","default","ip-10-104-16-96.ec2.internal","ltms-87d889b8f-knkd4","ltms","167","logs","kubernetes/default/ltms","54.157.130.114","default.ltms-87d889b8f-knkd4.ltms"
"1681209319520","11/04/2023 16:05:19.520 +0530","change-resolution","278","\""ip\"":\""10.130.162.234\""","{""log"":""[2023-04-11T10:35:19.520"," INFO index.js [line:486,test_id:TES1010430491681208869292693","{\""time\""","""}","{""log"":""[2023-04-11T10:35:19.520] INFO index.js [line:486,test_id:TES1010430491681208869292693] change-resolution response-time - {\""time\"":278,\""ip\"":\""10.130.162.234\""}""}","stage-falcon-eks-cluster-v1","stage-falcon-eks-cluster-v1","ltms","ltms","ip-10-104-16-96.ec2.internal","stage_falcon_eks_cluster","[2023-04-11T10:35:19.520] INFO index.js [line:486,test_id:TES1010430491681208869292693] change-resolution response-time - {""time"":278,""ip"":""10.130.162.234""}","default","ip-10-104-16-96.ec2.internal","ltms-87d889b8f-knkd4","ltms","172","logs","kubernetes/default/ltms","54.157.130.114","default.ltms-87d889b8f-knkd4.ltms"
"1681209269571","11/04/2023 16:04:29.571 +0530","update-display-scale","75","\""ip\"":\""10.130.162.234\""","{""log"":""[2023-04-11T10:34:29.571"," INFO index.js [line:1060,test_id:TES1010430491681208869292693","{\""time\""","""}","{""log"":""[2023-04-11T10:34:29.571] INFO index.js [line:1060,test_id:TES1010430491681208869292693] update-display-scale response-time - {\""time\"":75,\""ip\"":\""10.130.162.234\""}""}","stage-falcon-eks-cluster-v1","stage-falcon-eks-cluster-v1","ltms","ltms","ip-10-104-16-96.ec2.internal","stage_falcon_eks_cluster","[2023-04-11T10:34:29.571] INFO index.js [line:1060,test_id:TES1010430491681208869292693] update-display-scale response-time - {""time"":75,""ip"":""10.130.162.234""}","default","ip-10-104-16-96.ec2.internal","ltms-87d889b8f-knkd4","ltms","175","logs","kubernetes/default/ltms","54.157.130.114","default.ltms-87d889b8f-knkd4.ltms"
"1681209222938","11/04/2023 16:03:42.938 +0530","system-action","36","\""ip\"":\""10.130.162.234\""","{""log"":""[2023-04-11T10:33:42.938"," INFO index.js [line:1294,test_id:undefined","{\""time\""","""}","{""log"":""[2023-04-11T10:33:42.938] INFO index.js [line:1294,test_id:undefined] system-action response-time - {\""time\"":36,\""ip\"":\""10.130.162.234\""}""}","stage-falcon-eks-cluster-v1","stage-falcon-eks-cluster-v1","ltms","ltms","ip-10-104-16-96.ec2.internal","stage_falcon_eks_cluster","[2023-04-11T10:33:42.938] INFO index.js [line:1294,test_id:undefined] system-action response-time - {""time"":36,""ip"":""10.130.162.234""}","default","ip-10-104-16-96.ec2.internal","ltms-87d889b8f-knkd4","ltms","149","logs","kubernetes/default/ltms","54.157.130.114","default.ltms-87d889b8f-knkd4.ltms"
"1681209035202","11/04/2023 16:00:35.202 +0530","paste-data","0","\""ip\"":\""10.130.162.234\""","{""log"":""[2023-04-11T10:30:35.202"," INFO index.js [line:1591,test_id:TES1010430491681208869292693","{\""time\""","""}","{""log"":""[2023-04-11T10:30:35.202] INFO index.js [line:1591,test_id:TES1010430491681208869292693] paste-data response-time - {\""time\"":0,\""ip\"":\""10.130.162.234\""}""}","stage-falcon-eks-cluster-v1","stage-falcon-eks-cluster-v1","ltms","ltms","ip-10-104-16-96.ec2.internal","stage_falcon_eks_cluster","[2023-04-11T10:30:35.202] INFO index.js [line:1591,test_id:TES1010430491681208869292693] paste-data response-time - {""time"":0,""ip"":""10.130.162.234""}","default","ip-10-104-16-96.ec2.internal","ltms-87d889b8f-knkd4","ltms","164","logs","kubernetes/default/ltms","54.157.130.114","default.ltms-87d889b8f-knkd4.ltms"
"1681209035202","11/04/2023 16:00:35.202 +0530","update-proxy","17","\""ip\"":\""10.130.162.234\""","{""log"":""[2023-04-11T10:30:35.202"," INFO index.js [line:1558,test_id:TES1010430491681208869292693","{\""time\""","""}","{""log"":""[2023-04-11T10:30:35.202] INFO index.js [line:1558,test_id:TES1010430491681208869292693] update-proxy response-time - {\""time\"":17,\""ip\"":\""10.130.162.234\""}""}","stage-falcon-eks-cluster-v1","stage-falcon-eks-cluster-v1","ltms","ltms","ip-10-104-16-96.ec2.internal","stage_falcon_eks_cluster","[2023-04-11T10:30:35.202] INFO index.js [line:1558,test_id:TES1010430491681208869292693] update-proxy response-time - {""time"":17,""ip"":""10.130.162.234""}","default","ip-10-104-16-96.ec2.internal","ltms-87d889b8f-knkd4","ltms","167","logs","kubernetes/default/ltms","54.157.130.114","default.ltms-87d889b8f-knkd4.ltms"
"1681208870161","11/04/2023 15:57:50.161 +0530","request-browser-launch","169","\""ip\"":\""10.130.162.234\""","{""log"":""[2023-04-11T10:27:50.161"," INFO test.js [line:4729,test_id:TES1010430491681208869292693,email:saraths@lambdatest.com","{\""time\""","""}","{""log"":""[2023-04-11T10:27:50.161] INFO test.js [line:4729,test_id:TES1010430491681208869292693,email:saraths@lambdatest.com] request-browser-launch response-time - {\""time\"":169,\""ip\"":\""10.130.162.234\""}""}","stage-falcon-eks-cluster-v1","stage-falcon-eks-cluster-v1","ltms","ltms","ip-10-104-16-96.ec2.internal","stage_falcon_eks_cluster","[2023-04-11T10:27:50.161] INFO test.js [line:4729,test_id:TES1010430491681208869292693,email:saraths@lambdatest.com] request-browser-launch response-time - {""time"":169,""ip"":""10.130.162.234""}","default","ip-10-104-16-96.ec2.internal","ltms-87d889b8f-knkd4","ltms","206","logs","kubernetes/default/ltms","54.157.130.114","default.ltms-87d889b8f-knkd4.ltms"
"1681208782000","11/04/2023 15:56:22.000 +0530","clean-browser","14","\""ip\"":\""10.130.162.234\""","{""log"":""[2023-04-11T10:26:22.675"," INFO index.js [line:124,test_id:TES1010430491681208029250232","{\""time\""","""}","{""log"":""[2023-04-11T10:26:22.675] INFO index.js [line:124,test_id:TES1010430491681208029250232] clean-browser response-time - {\""time\"":14,\""ip\"":\""10.130.162.234\""}""}","stage-falcon-eks-cluster-v1","stage-falcon-eks-cluster-v1","ltms","ltms","ip-10-104-16-96.ec2.internal","stage_falcon_eks_cluster","[2023-04-11T10:26:22.675] INFO index.js [line:124,test_id:TES1010430491681208029250232] clean-browser response-time - {""time"":14,""ip"":""10.130.162.234""}","default","ip-10-104-16-96.ec2.internal","ltms-87d889b8f-knkd4","ltms","167","logs","kubernetes/default/ltms","54.157.130.114","default.ltms-87d889b8f-knkd4.ltms"
"1681208476905","11/04/2023 15:51:16.905 +0530","change-resolution","350","\""ip\"":\""10.130.162.234\""","{""log"":""[2023-04-11T10:21:16.905"," INFO index.js [line:486,test_id:TES1010430491681208029250232","{\""time\""","""}","{""log"":""[2023-04-11T10:21:16.905] INFO index.js [line:486,test_id:TES1010430491681208029250232] change-resolution response-time - {\""time\"":350,\""ip\"":\""10.130.162.234\""}""}","stage-falcon-eks-cluster-v1","stage-falcon-eks-cluster-v1","ltms","ltms","ip-10-104-16-96.ec2.internal","stage_falcon_eks_cluster","[2023-04-11T10:21:16.905] INFO index.js [line:486,test_id:TES1010430491681208029250232] change-resolution response-time - {""time"":350,""ip"":""10.130.162.234""}","default","ip-10-104-16-96.ec2.internal","ltms-87d889b8f-knkd4","ltms","172","logs","kubernetes/default/ltms","54.157.130.114","default.ltms-87d889b8f-knkd4.ltms"
"1681208424792","11/04/2023 15:50:24.792 +0530","update-display-scale","66","\""ip\"":\""10.130.162.234\""","{""log"":""[2023-04-11T10:20:24.792"," INFO index.js [line:1060,test_id:TES1010430491681208029250232","{\""time\""","""}","{""log"":""[2023-04-11T10:20:24.792] INFO index.js [line:1060,test_id:TES1010430491681208029250232] update-display-scale response-time - {\""time\"":66,\""ip\"":\""10.130.162.234\""}""}","stage-falcon-eks-cluster-v1","stage-falcon-eks-cluster-v1","ltms","ltms","ip-10-104-16-96.ec2.internal","stage_falcon_eks_cluster","[2023-04-11T10:20:24.792] INFO index.js [line:1060,test_id:TES1010430491681208029250232] update-display-scale response-time - {""time"":66,""ip"":""10.130.162.234""}","default","ip-10-104-16-96.ec2.internal","ltms-87d889b8f-knkd4","ltms","175","logs","kubernetes/default/ltms","54.157.130.114","default.ltms-87d889b8f-knkd4.ltms"
"1681208378998","11/04/2023 15:49:38.998 +0530","system-action","34","\""ip\"":\""10.130.162.234\""","{""log"":""[2023-04-11T10:19:38.998"," INFO index.js [line:1294,test_id:undefined","{\""time\""","""}","{""log"":""[2023-04-11T10:19:38.998] INFO index.js [line:1294,test_id:undefined] system-action response-time - {\""time\"":34,\""ip\"":\""10.130.162.234\""}""}","stage-falcon-eks-cluster-v1","stage-falcon-eks-cluster-v1","ltms","ltms","ip-10-104-16-96.ec2.internal","stage_falcon_eks_cluster","[2023-04-11T10:19:38.998] INFO index.js [line:1294,test_id:undefined] system-action response-time - {""time"":34,""ip"":""10.130.162.234""}","default","ip-10-104-16-96.ec2.internal","ltms-87d889b8f-knkd4","ltms","149","logs","kubernetes/default/ltms","54.157.130.114","default.ltms-87d889b8f-knkd4.ltms"
"1681208193303","11/04/2023 15:46:33.303 +0530","paste-data","0","\""ip\"":\""10.130.162.234\""","{""log"":""[2023-04-11T10:16:33.303"," INFO index.js [line:1591,test_id:TES1010430491681208029250232","{\""time\""","""}","{""log"":""[2023-04-11T10:16:33.303] INFO index.js [line:1591,test_id:TES1010430491681208029250232] paste-data response-time - {\""time\"":0,\""ip\"":\""10.130.162.234\""}""}","stage-falcon-eks-cluster-v1","stage-falcon-eks-cluster-v1","ltms","ltms","ip-10-104-16-96.ec2.internal","stage_falcon_eks_cluster","[2023-04-11T10:16:33.303] INFO index.js [line:1591,test_id:TES1010430491681208029250232] paste-data response-time - {""time"":0,""ip"":""10.130.162.234""}","default","ip-10-104-16-96.ec2.internal","ltms-87d889b8f-knkd4","ltms","164","logs","kubernetes/default/ltms","54.157.130.114","default.ltms-87d889b8f-knkd4.ltms"
"1681208193302","11/04/2023 15:46:33.302 +0530","update-proxy","113","\""ip\"":\""10.130.162.234\""","{""log"":""[2023-04-11T10:16:33.302"," INFO index.js [line:1558,test_id:TES1010430491681208029250232","{\""time\""","""}","{""log"":""[2023-04-11T10:16:33.302] INFO index.js [line:1558,test_id:TES1010430491681208029250232] update-proxy response-time - {\""time\"":113,\""ip\"":\""10.130.162.234\""}""}","stage-falcon-eks-cluster-v1","stage-falcon-eks-cluster-v1","ltms","ltms","ip-10-104-16-96.ec2.internal","stage_falcon_eks_cluster","[2023-04-11T10:16:33.302] INFO index.js [line:1558,test_id:TES1010430491681208029250232] update-proxy response-time - {""time"":113,""ip"":""10.130.162.234""}","default","ip-10-104-16-96.ec2.internal","ltms-87d889b8f-knkd4","ltms","168","logs","kubernetes/default/ltms","54.157.130.114","default.ltms-87d889b8f-knkd4.ltms"
"1681208030110","11/04/2023 15:43:50.110 +0530","request-browser-launch","182","\""ip\"":\""10.130.162.234\""","{""log"":""[2023-04-11T10:13:50.110"," INFO test.js [line:4729,test_id:TES1010430491681208029250232,email:saraths@lambdatest.com","{\""time\""","""}","{""log"":""[2023-04-11T10:13:50.110] INFO test.js [line:4729,test_id:TES1010430491681208029250232,email:saraths@lambdatest.com] request-browser-launch response-time - {\""time\"":182,\""ip\"":\""10.130.162.234\""}""}","stage-falcon-eks-cluster-v1","stage-falcon-eks-cluster-v1","ltms","ltms","ip-10-104-16-96.ec2.internal","stage_falcon_eks_cluster","[2023-04-11T10:13:50.110] INFO test.js [line:4729,test_id:TES1010430491681208029250232,email:saraths@lambdatest.com] request-browser-launch response-time - {""time"":182,""ip"":""10.130.162.234""}","default","ip-10-104-16-96.ec2.internal","ltms-87d889b8f-knkd4","ltms","206","logs","kubernetes/default/ltms","54.157.130.114","default.ltms-87d889b8f-knkd4.ltms"
"1681207962000","11/04/2023 15:42:42.000 +0530","clean-browser","36","\""ip\"":\""10.130.162.234\""","{""log"":""[2023-04-11T10:12:42.975"," INFO index.js [line:124,test_id:TES1010430491681207218196827","{\""time\""","""}","{""log"":""[2023-04-11T10:12:42.975] INFO index.js [line:124,test_id:TES1010430491681207218196827] clean-browser response-time - {\""time\"":36,\""ip\"":\""10.130.162.234\""}""}","stage-falcon-eks-cluster-v1","stage-falcon-eks-cluster-v1","ltms","ltms","ip-10-104-16-96.ec2.internal","stage_falcon_eks_cluster","[2023-04-11T10:12:42.975] INFO index.js [line:124,test_id:TES1010430491681207218196827] clean-browser response-time - {""time"":36,""ip"":""10.130.162.234""}","default","ip-10-104-16-96.ec2.internal","ltms-87d889b8f-knkd4","ltms","167","logs","kubernetes/default/ltms","54.157.130.114","default.ltms-87d889b8f-knkd4.ltms"
"1681207662068","11/04/2023 15:37:42.068 +0530","change-resolution","340","\""ip\"":\""10.130.162.234\""","{""log"":""[2023-04-11T10:07:42.068"," INFO index.js [line:486,test_id:TES1010430491681207218196827","{\""time\""","""}","{""log"":""[2023-04-11T10:07:42.068] INFO index.js [line:486,test_id:TES1010430491681207218196827] change-resolution response-time - {\""time\"":340,\""ip\"":\""10.130.162.234\""}""}","stage-falcon-eks-cluster-v1","stage-falcon-eks-cluster-v1","ltms","ltms","ip-10-104-16-96.ec2.internal","stage_falcon_eks_cluster","[2023-04-11T10:07:42.068] INFO index.js [line:486,test_id:TES1010430491681207218196827] change-resolution response-time - {""time"":340,""ip"":""10.130.162.234""}","default","ip-10-104-16-96.ec2.internal","ltms-87d889b8f-knkd4","ltms","172","logs","kubernetes/default/ltms","54.157.130.114","default.ltms-87d889b8f-knkd4.ltms"
